Date,Open,High,Low,Close,Adj Close
09/05/2022,715.679016,721.296997,629.617981,672.471008,672.471008
16/05/2022,674.583008,691.278992,641.47998,650.341003,650.341003
23/05/2022,658.825012,672.495972,614.169983,625.79303,625.79303
30/05/2022,636.797974,701.932983,635.578979,641.577026,641.577026
06/06/2022,651.463989,687.705994,622.385986,627.908997,627.908997
13/06/2022,485.597992,487.81601,421.747009,438.005005,438.005005
20/06/2022,437.238007,465.011993,423.975006,462.122009,462.122009
27/06/2022,453.946991,456.528992,403.765015,420.834991,420.834991
04/07/2022,433.194,481.790985,432.134003,472.112,472.112
11/07/2022,435.506012,462.971008,414.14801,458.536987,458.536987
18/07/2022,470.119995,537.05603,464.036011,509.812012,509.812012
25/07/2022,500.075012,559.710999,466.315002,551.23999,551.23999
01/08/2022,545.297974,545.297974,516.565979,533.200989,533.200989
08/08/2022,556.538025,576.518982,538.411987,574.393982,574.393982
15/08/2022,571.47998,583.72998,504.687988,504.881989,504.881989
22/08/2022,492.26001,516.848999,481.928009,484.928986,484.928986
29/08/2022,475.777008,488.18399,460.30899,472.971008,472.971008
05/09/2022,474.899994,511.121002,458.80899,510.415985,510.415985
12/09/2022,514.528015,533.232971,451.897003,459.428986,459.428986
19/09/2022,449.825012,452.059998,416.268005,434.61499,434.61499
26/09/2022,438.204987,464.723999,434.049011,443.493011,443.493011
03/10/2022,444.292999,461.575012,442.566986,445.496002,445.496002
10/10/2022,438.700989,449.444,429.752991,433.678009,433.678009
17/10/2022,444.059998,445.602997,424.052002,435.253998,435.253998
24/10/2022,442.226013,487.028015,441.220001,485.82901,485.82901
31/10/2022,488.673004,507.464996,474.821014,504.445007,504.445007
07/11/2022,485.347992,487.437012,359.904999,396.278015,396.278015
14/11/2022,385.449005,398.644989,383.11499,388.367004,388.367004
21/11/2022,363.865997,388.307007,363.799988,387.847992,387.847992
28/11/2022,380.553986,408.748993,380.092987,404.32901,404.32901
05/12/2022,400.872986,407.843994,392.928009,402.816986,402.816986
12/12/2022,402.036011,417.131989,380.218994,381.64801,381.64801
19/12/2022,376.296997,390.473999,376.296997,387.666992,387.666992
