Date,Open,High,Low,Close,Adj Close
13/07/2020,156.753998,156.753998,156.753998,156.753998,156.753998
14/07/2020,,,,,
15/07/2020,,,,,
16/07/2020,,,,,
17/07/2020,,,,,
20/07/2020,,,,,
21/07/2020,,,,,
22/07/2020,,,,,
23/07/2020,,,,,
24/07/2020,,,,,
27/07/2020,,,,,
28/07/2020,,,,,
29/07/2020,,,,,
30/07/2020,,,,,
31/07/2020,,,,,
03/08/2020,,,,,
04/08/2020,,,,,
05/08/2020,,,,,
06/08/2020,,,,,
07/08/2020,,,,,
10/08/2020,,,,,
11/08/2020,,,,,
12/08/2020,,,,,
13/08/2020,,,,,
14/08/2020,,,,,
17/08/2020,,,,,
18/08/2020,,,,,
19/08/2020,257.958008,258.197998,257.285004,257.454987,257.454987
20/08/2020,262.639008,262.639008,262.244995,262.244995,262.244995
21/08/2020,262.639008,263.399994,253.761993,253.847,253.847
24/08/2020,259.109009,259.234985,259.019989,259.174011,259.174011
25/08/2020,247.406006,247.440002,247.186005,247.363007,247.363007
26/08/2020,251.927002,251.973007,251.794998,251.794998,251.794998
27/08/2020,245.764008,245.804993,245.723007,245.742996,245.742996
28/08/2020,245.764008,252.298996,245.354996,250.889008,250.889008
31/08/2020,260.265991,260.354004,260.165009,260.354004,260.354004
01/09/2020,270.968994,271.119995,270.790985,271.07901,271.07901
02/09/2020,254.084,254.173996,254.076996,254.173996,254.173996
03/09/2020,239.268005,239.466003,238.475006,238.703995,238.703995
04/09/2020,239.268005,239.466003,224.240997,233.781998,233.781998
08/09/2020,217.580994,218.449997,215.292999,215.514008,215.514008
09/09/2020,,,,,
10/09/2020,226.983002,227.285004,217.287003,227.201996,227.201996
11/09/2020,226.983002,228.919998,212.718994,219.268997,219.268997
14/09/2020,225.822006,236.408997,215.341003,224.164993,224.164993
15/09/2020,224.610001,234.656006,224.393005,224.639008,224.639008
16/09/2020,226.602005,236.302994,226.186996,236.302994,236.302994
17/09/2020,237.826004,238.057007,228.294006,238.054001,238.054001
18/09/2020,237.826004,239.406998,224.654999,227.153,227.153
21/09/2020,223.061005,223.964996,214.199005,214.604004,214.604004
22/09/2020,223.591003,224.330002,214.798996,214.981003,214.981003
23/09/2020,207.261002,216.240997,206.815994,207.781006,207.781006
24/09/2020,226.190002,227.216003,217.028,218.442001,218.442001
25/09/2020,226.190002,230.313004,215.466003,220.451004,220.451004
28/09/2020,233.494995,233.686996,224.179001,233.684998,233.684998
29/09/2020,231.166,231.205002,221.863007,231.070007,231.070007
30/09/2020,230.826004,230.891006,221.393997,230.546997,230.546997
01/10/2020,227.651993,227.979004,218.576004,227.979004,227.979004
02/10/2020,227.651993,228.884995,212.998993,216.315994,216.315994
05/10/2020,230.266998,230.335999,220.613007,220.740005,220.740005
06/10/2020,224.628006,225.287994,215.259003,216.037003,216.037003
07/10/2020,217.529007,226.942993,217.423996,217.453003,217.453003
08/10/2020,231.688004,232.138,222.192993,222.634995,222.634995
09/10/2020,231.688004,237.406998,221.194,236.578003,236.578003
12/10/2020,239.421005,240.811005,239.421005,240.761002,240.761002
13/10/2020,235.712006,235.712006,235.457993,235.459,235.459
14/10/2020,234.179993,234.179993,233.988007,233.990005,233.990005
15/10/2020,235.931,236.244003,235.925003,236.244003,236.244003
16/10/2020,235.931,236.835999,228.910004,231.050995,231.050995
19/10/2020,234.264008,240.5,233.268997,239.255005,239.255005
20/10/2020,239.514008,240.093002,238.929001,239.733002,239.733002
